sr no,city,zip code,No Bathroom,No bedroom,price  per squrefoot,area_name,property type,furnishing,status,transaction,facing,floor,ownership,area sqft
468,Vadodara,390021,1,1,3273,Gotri,Builder Floor,Semi-Furnished,Ready to Move,Resale,East,3.0,Freehold,550
469,Vadodara,390021,1,1,4302,Gotri,Flat,Semi-Furnished,Ready to Move,Resale,Other,2.0,Freehold,430
470,Vadodara,390021,2,2,5223,Gotri,Flat,Semi-Furnished,Ready to Move,Resale,East,1.0,Other,762
471,Vadodara,390021,2,2,4163,Gotri,Flat,Semi-Furnished,Ready to Move,Resale,North - East,2.0,Freehold,1225
472,Vadodara,390021,2,2,4000,Gotri,Flat,Furnished,Ready to Move,Resale,Other,7.0,Other,900
473,Vadodara,390021,2,2,3315,Gotri,Flat,Unfurnished,Ready to Move,Resale,Other,5.0,Other,905
474,Vadodara,390021,2,2,4266,Gotri,Flat,Semi-Furnished,Ready to Move,Resale,North,1.0,Other,668
475,Vadodara,390021,2,2,3333,Gotri,Flat,Furnished,Ready to Move,New,Other,3.0,Freehold,1200
476,Vadodara,390021,2,2,5714,Gotri,Flat,Unfurnished,Ready to Move,Resale,Other,2.0,Freehold,700
477,Vadodara,390021,2,2,4684,Gotri,Flat,Furnished,Ready to Move,Resale,East,2.0,Freehold,790
478,Vadodara,390021,2,2,3750,Gotri,Flat,Semi-Furnished,Ready to Move,Resale,Other,5.0,Other,800
479,Vadodara,390021,2,2,3474,Gotri,Flat,Furnished,Ready to Move,Resale,Other,1.0,Other,950
480,Vadodara,390021,2,2,3627,Gotri,Flat,Semi-Furnished,Ready to Move,Resale,North - East,3.0,Freehold,1020
481,Vadodara,390021,2,2,3509,Gotri,Flat,Unfurnished,Unknown,Resale,Other,5.0,Other,1140
482,Vadodara,390021,2,2,3551,Gotri,Flat,Semi-Furnished,Ready to Move,Resale,East,5.0,Other,1225
483,Vadodara,390021,2,2,3333,Gotri,Flat,Semi-Furnished,Ready to Move,Resale,Other,3.0,Other,1200
484,Vadodara,390021,2,2,4769,Gotri,Flat,Unfurnished,Ready to Move,Resale,East,4.0,Freehold,650
485,Vadodara,390021,2,2,2983,Gotri,Flat,Unfurnished,Ready to Move,Resale,Other,5.0,Other,905
486,Vadodara,390021,2,2,4375,Gotri,Flat,Semi-Furnished,Ready to Move,Resale,East,4.0,Other,800
487,Vadodara,390021,2,2,6027,Gotri,Flat,Furnished,Ready to Move,Resale,East,3.0,Freehold,730
488,Vadodara,390021,2,2,4315,Gotri,Flat,Semi-Furnished,Ready to Move,Resale,East,2.0,Freehold,730
489,Vadodara,390021,2,2,5882,Gotri,Flat,Semi-Furnished,Ready to Move,Resale,East,4.0,Freehold,680
490,Vadodara,390021,2,2,3791,Gotri,Flat,Semi-Furnished,Ready to Move,Resale,Other,1.0,Other,1055
491,Vadodara,390021,2,2,3455,Gotri,Flat,Furnished,Ready to Move,Resale,Other,3.0,Other,1100
492,Vadodara,390021,2,2,5118,Gotri,Villa,Unfurnished,Ready to Move,Resale,North - East,,Freehold,1270
493,Vadodara,390021,2,2,3167,Gotri,Flat,Unfurnished,Ready to Move,Resale,East,3.0,Freehold,1200
494,Vadodara,390021,2,2,2796,Gotri,Flat,Semi-Furnished,Ready to Move,Resale,Other,1.0,Other,930
495,Vadodara,390021,1,2,2562,Gotri,Flat,Semi-Furnished,Ready to Move,Resale,Other,2.0,Other,800
496,Vadodara,390021,2,2,4286,Gotri,Flat,Unfurnished,Ready to Move,Resale,Other,5.0,Other,700
497,Vadodara,390021,2,2,8750,Gotri,House,Semi-Furnished,Ready to Move,Resale,East,,Other,400
498,Vadodara,390021,2,2,4000,Gotri,Flat,Semi-Furnished,Ready to Move,Resale,Other,7.0,Other,800
499,Vadodara,390021,2,2,3418,Gotri,Flat,Semi-Furnished,Ready to Move,Resale,East,2.0,Freehold,1024
500,Vadodara,390021,2,2,3876,Gotri,Flat,Semi-Furnished,Ready to Move,Resale,North - East,2.0,Freehold,1290
501,Vadodara,390021,2,2,4661,Gotri,Flat,Furnished,Ready to Move,Resale,North - East,3.0,Freehold,1062
502,Vadodara,390021,2,2,6176,Gotri,Flat,Unfurnished,Ready to Move,Resale,East,5.0,Freehold,680
503,Vadodara,390021,3,2,7222,Gotri,House,Unfurnished,Ready to Move,Resale,Other,,Other,900
504,Vadodara,390021,2,2,4889,Gotri,Flat,Furnished,Ready to Move,Resale,North - East,1.0,Other,900
505,Vadodara,390021,2,2,3428,Gotri,Flat,Unfurnished,Ready to Move,Resale,Other,5.0,Other,1021
506,Vadodara,390021,2,2,4444,Gotri,Flat,Semi-Furnished,Ready to Move,Resale,Other,1.0,Other,900
507,Vadodara,390021,2,2,3735,Gotri,Builder Floor,Semi-Furnished,Ready to Move,Resale,Other,1.0,Other,937
508,Vadodara,390021,2,2,3268,Gotri,Flat,Unfurnished,Ready to Move,Resale,Other,4.0,Other,765
509,Vadodara,390021,2,2,5609,Gotri,Flat,Semi-Furnished,Ready to Move,Resale,Other,4.0,Other,517
510,Vadodara,390021,2,2,2949,Gotri,Flat,Semi-Furnished,Ready to Move,Resale,Other,5.0,Other,780
511,Vadodara,390021,2,2,3846,Gotri,Flat,Furnished,Ready to Move,Resale,Other,3.0,Other,780
512,Vadodara,390021,2,2,4500,Gotri,Flat,Semi-Furnished,Ready to Move,Resale,West,4.0,Other,600
513,Vadodara,390021,2,2,4200,Gotri,Flat,Furnished,Ready to Move,Resale,Other,5.0,Other,1000
514,Vadodara,390021,2,2,5759,Gotri,Flat,Furnished,Ready to Move,Resale,Other,3.0,Other,955
515,Vadodara,390021,2,2,4396,Gotri,Flat,Semi-Furnished,Ready to Move,Resale,East,6.0,Freehold,910
516,Vadodara,390021,2,2,4972,Gotri,Flat,Semi-Furnished,Ready to Move,Resale,Other,1.0,Freehold,905
517,Vadodara,390021,2,2,4598,Gotri,Flat,Furnished,Ready to Move,Resale,East,4.0,Freehold,870
518,Vadodara,390021,2,2,5185,Gotri,Flat,Semi-Furnished,Ready to Move,Resale,East,2.0,Freehold,675
519,Vadodara,390021,1,2,3621,Gotri,Flat,Unknown,Ready to Move,Resale,Other,11.0,Other,580
520,Vadodara,390021,2,2,3668,Gotri,Flat,Semi-Furnished,Ready to Move,Resale,East,2.0,Other,1295
521,Vadodara,390021,2,2,4286,Gotri,Flat,Furnished,Ready to Move,Resale,Other,3.0,Freehold,1050
522,Vadodara,390021,2,2,3231,Gotri,House,Unfurnished,Ready to Move,Resale,Other,,Other,1300
523,Vadodara,390021,2,2,3750,Gotri,Flat,Semi-Furnished,Ready to Move,Resale,East,3.0,Freehold,800
524,Vadodara,390021,3,3,6240,Gotri,Flat,Furnished,Ready to Move,Resale,East,5.0,Other,1250
525,Vadodara,390021,3,3,4181,Gotri,Flat,Semi-Furnished,Ready to Move,Resale,East,2.0,Other,1435
526,Vadodara,390021,3,3,5721,Gotri,Flat,Furnished,Ready to Move,Resale,East,11.0,Other,2080
527,Vadodara,390021,3,3,6940,Gotri,Flat,Furnished,Ready to Move,Resale,Other,9.0,Other,1585
528,Vadodara,390021,3,3,5238,Gotri,Builder Floor,Furnished,Ready to Move,Resale,West,4.0,Freehold,1050
529,Vadodara,390021,2,3,2521,Gotri,Flat,Semi-Furnished,Ready to Move,Resale,East,5.0,Freehold,1428
530,Vadodara,390021,3,3,3750,Gotri,Flat,Furnished,Ready to Move,Resale,Other,4.0,Freehold,2000
531,Vadodara,390021,3,3,6032,Gotri,Flat,Unfurnished,Unknown,New,Other,,Other,1293
532,Vadodara,390021,2,3,5882,Gotri,House,Unfurnished,Ready to Move,Resale,North - East,,Freehold,1700
533,Vadodara,390021,3,3,5667,Gotri,Flat,Furnished,Ready to Move,Resale,East,5.0,Freehold,900
534,Vadodara,390021,3,3,9724,Gotri,Villa,Semi-Furnished,Ready to Move,Resale,East,,Freehold,1851
535,Vadodara,390021,3,3,6296,Gotri,Flat,Furnished,Ready to Move,Resale,West,8.0,Freehold,1350
536,Vadodara,390021,3,3,5909,Gotri,Flat,Furnished,Ready to Move,Resale,East,3.0,Freehold,1100
537,Vadodara,390021,3,3,3312,Gotri,Flat,Unfurnished,Ready to Move,Resale,East,8.0,Freehold,1570
538,Vadodara,390021,3,3,3893,Gotri,Flat,Unfurnished,Ready to Move,Resale,East,4.0,Freehold,2440
539,Vadodara,390021,3,3,6283,Gotri,Flat,Unfurnished,Ready to Move,Resale,East,7.0,Freehold,1512
540,Vadodara,390021,3,3,5152,Gotri,Builder Floor,Furnished,Ready to Move,Resale,Other,2.0,Other,990
541,Vadodara,390021,3,3,6502,Gotri,Flat,Unfurnished,Ready to Move,Resale,North - East,12.0,Leasehold,1015
542,Vadodara,390021,3,3,3438,Gotri,Flat,Furnished,Ready to Move,Resale,Other,4.0,Other,1600
543,Vadodara,390021,2,3,3878,Gotri,House,Furnished,Ready to Move,Resale,East,4.0,Freehold,2450
544,Vadodara,390021,3,3,5657,Gotri,Flat,Unfurnished,Unknown,New,Other,,Other,990
545,Vadodara,390021,3,3,6345,Gotri,Flat,Semi-Furnished,Ready to Move,Resale,East,6.0,Freehold,1450
546,Vadodara,390021,3,3,2952,Gotri,Flat,Unfurnished,Unknown,Resale,Other,1.0,Other,1372
547,Vadodara,390021,3,3,4348,Gotri,Flat,Furnished,Ready to Move,Resale,Other,3.0,Other,1380
548,Vadodara,390021,3,3,8177,Gotri,Flat,Furnished,Ready to Move,Resale,Other,2.0,Other,1064
549,Vadodara,390021,3,3,7812,Gotri,Flat,Furnished,Ready to Move,Resale,Other,10.0,Other,960
550,Vadodara,390021,3,3,5866,Gotri,Flat,Unfurnished,Unknown,New,Other,3.0,Other,1108
551,Vadodara,390021,3,3,4279,Gotri,Flat,Furnished,Ready to Move,Resale,North - East,5.0,Freehold,1075
552,Vadodara,390021,3,3,3793,Gotri,Flat,Furnished,Ready to Move,Resale,Other,2.0,Other,1450
553,Vadodara,390021,3,3,3682,Gotri,Flat,Unfurnished,Ready to Move,Resale,Other,13.0,Other,2010
554,Vadodara,390021,3,3,5909,Gotri,Flat,Semi-Furnished,Ready to Move,Resale,Other,2.0,Other,1100
555,Vadodara,390021,2,3,11429,Gotri,Villa,Semi-Furnished,Ready to Move,Resale,East,,Freehold,1400
556,Vadodara,390021,3,3,4694,Gotri,Flat,Unfurnished,Ready to Move,Resale,Other,5.0,Other,980
557,Vadodara,390021,3,3,4449,Gotri,Flat,Semi-Furnished,Ready to Move,Resale,East,1.0,Other,899
558,Vadodara,390021,2,3,4273,Gotri,Flat,Unfurnished,Ready to Move,Resale,South -West,3.0,Other,1100
559,Vadodara,390021,3,3,3484,Gotri,Flat,Semi-Furnished,Ready to Move,Resale,East,1.0,Freehold,1435
560,Vadodara,390021,3,3,7273,Gotri,Flat,Unfurnished,Ready to Move,Resale,West,13.0,Freehold,1100
561,Vadodara,390021,3,3,6440,Gotri,Flat,Unfurnished,Ready to Move,New,East,7.0,Freehold,1087
562,Vadodara,390021,3,3,12500,Gotri,House,Semi-Furnished,Ready to Move,Resale,Other,,Other,1600
563,Vadodara,390021,3,3,6122,Gotri,Flat,Unfurnished,Unknown,Resale,Other,9.0,Other,980
564,Vadodara,390021,3,3,2992,Gotri,Flat,Unfurnished,Unknown,Resale,Other,1.0,Other,1320
565,Vadodara,390021,3,3,6526,Gotri,Flat,Unfurnished,Unknown,Resale,Other,4.0,Other,950
566,Vadodara,390021,3,3,5455,Gotri,Flat,Semi-Furnished,Ready to Move,Resale,Other,1.0,Other,1100
567,Vadodara,390021,3,3,4300,Gotri,Flat,Furnished,Ready to Move,Resale,Other,3.0,Other,1465
568,Vadodara,390021,3,3,3721,Gotri,Flat,Semi-Furnished,Ready to Move,Resale,South -West,3.0,Freehold,1075
569,Vadodara,390021,4,3,3516,Gotri,Flat,Semi-Furnished,Ready to Move,Resale,Other,5.0,Other,1280
570,Vadodara,390021,3,3,2963,Gotri,Builder Floor,Semi-Furnished,Ready to Move,Resale,Other,2.0,Other,1350
571,Vadodara,390021,3,3,5699,Gotri,Flat,Semi-Furnished,Ready to Move,Resale,Other,1.0,Other,930
572,Vadodara,390021,2,3,2400,Gotri,Builder Floor,Semi-Furnished,Ready to Move,Resale,Other,1.0,Other,1250
573,Vadodara,390021,3,3,6000,Gotri,Flat,Semi-Furnished,Ready to Move,Resale,Other,8.0,Other,1250
574,Vadodara,390021,3,3,6842,Gotri,Flat,Furnished,Ready to Move,Resale,East,9.0,Leasehold,950
575,Vadodara,390021,2,3,5000,Gotri,Flat,Unfurnished,Ready to Move,Resale,South -West,3.0,Freehold,960
576,Vadodara,390021,3,3,4000,Gotri,Flat,Semi-Furnished,Ready to Move,Resale,East,5.0,Other,1200
577,Vadodara,390021,3,3,4309,Gotri,Flat,Unfurnished,Ready to Move,Resale,East,4.0,Freehold,1114
578,Vadodara,390021,3,3,6337,Gotri,Flat,Semi-Furnished,Ready to Move,New,East,6.0,Freehold,789
579,Vadodara,390021,3,3,2286,Gotri,House,Semi-Furnished,Ready to Move,Resale,East,3.0,Freehold,1750
580,Vadodara,390021,3,3,5625,Gotri,Flat,Unfurnished,Ready to Move,New,East,3.0,Freehold,960
581,Vadodara,390021,3,3,6000,Gotri,House,Semi-Furnished,Ready to Move,Resale,Other,,Other,1000
582,Vadodara,390021,3,3,6589,Gotri,Flat,Semi-Furnished,Ready to Move,Resale,Other,8.0,Freehold,1290
583,Vadodara,390021,3,3,7059,Gotri,Flat,Semi-Furnished,Ready to Move,Resale,Other,6.0,Other,850
584,Vadodara,390021,3,3,7391,Gotri,Flat,Furnished,Ready to Move,Resale,Other,4.0,Other,1150
585,Vadodara,390021,2,3,5285,Gotri,House,Semi-Furnished,Ready to Move,Resale,Other,,Other,1230
586,Vadodara,390021,3,3,4089,Gotri,Flat,Furnished,Ready to Move,Resale,West,7.0,Freehold,1345
587,Vadodara,390021,3,3,5357,Gotri,Flat,Semi-Furnished,Ready to Move,Resale,East,3.0,Other,1400
588,Vadodara,390021,3,3,5636,Gotri,Flat,Furnished,Ready to Move,Resale,North,4.0,Freehold,1100
589,Vadodara,390021,2,3,3200,Gotri,Flat,Semi-Furnished,Ready to Move,Resale,Other,5.0,Other,1500
590,Vadodara,390021,4,4,6238,Gotri,Flat,Unfurnished,Unknown,New,Other,,Other,2164
591,Vadodara,390021,4,4,4474,Gotri,House,Semi-Furnished,Ready to Move,Resale,East,,Other,1900
592,Vadodara,390021,3,4,8140,Gotri,Villa,Furnished,Ready to Move,Resale,East,,Freehold,2150
593,Vadodara,390021,4,4,4233,Gotri,House,Semi-Furnished,Ready to Move,Resale,Other,2.0,Other,1890
594,Vadodara,390021,4,4,4444,Gotri,Villa,Semi-Furnished,Ready to Move,Resale,East,,Freehold,1800
595,Vadodara,390021,2,4,6667,Gotri,House,Unfurnished,Unknown,Resale,Other,,Other,1200
596,Vadodara,390021,4,4,10938,Gotri,House,Unfurnished,Ready to Move,Resale,South - East,,Freehold,1600
597,Vadodara,390021,3,4,6600,Gotri,House,Furnished,Ready to Move,Resale,Other,,Other,1500
598,Vadodara,390021,3,4,3150,Gotri,Flat,Semi-Furnished,Ready to Move,Resale,Other,4.0,Freehold,2000
599,Vadodara,390021,4,4,7179,Gotri,House,Unfurnished,Ready to Move,Resale,Other,,Other,1950
600,Vadodara,390021,5,5,9500,Gotri,House,Furnished,Ready to Move,Resale,North - West,,Other,2000
601,Vadodara,390021,3,5,7634,Gotri,House,Semi-Furnished,Ready to Move,Resale,Other,2.0,Other,1310
602,Vadodara,390021,3,5,8333,Gotri,House,Furnished,Ready to Move,Resale,Other,1.0,Other,3000
603,Vadodara,390021,5,5,7269,Gotri,Villa,Semi-Furnished,Ready to Move,Resale,North - West,,Freehold,3233
604,Vadodara,390022,2,2,3182,Gotri Road Gotri,Flat,Unfurnished,Ready to Move,Resale,Other,2.0,Freehold,1100
605,Vadodara,390022,2,2,4286,Gotri Road Gotri,Flat,Furnished,Ready to Move,Resale,Other,4.0,Other,1050
606,Vadodara,390022,1,2,5378,Gotri Road Gotri,House,Semi-Furnished,Ready to Move,Resale,North - East,1.0,Other,2250
607,Vadodara,390022,2,2,3026,Gotri Road Gotri,Flat,Semi-Furnished,Ready to Move,Resale,Other,5.0,Other,1021
608,Vadodara,390022,2,2,3560,Gotri Road Gotri,Flat,Semi-Furnished,Ready to Move,Resale,East,5.0,Freehold,1250
609,Vadodara,390022,2,2,4318,Gotri Road Gotri,Flat,Furnished,Ready to Move,Resale,Other,3.0,Other,880
610,Vadodara,390022,1,2,5444,Gotri Road Gotri,House,Unfurnished,Ready to Move,Resale,East,1.0,Other,1800
611,Vadodara,390022,3,3,5357,Gotri Road Gotri,Flat,Furnished,Ready to Move,Resale,South -West,4.0,Freehold,1400
612,Vadodara,390022,3,3,10278,Gotri Road Gotri,House,Furnished,Ready to Move,New,South - East,,Freehold,1800
613,Vadodara,390022,3,3,11382,Gotri Road Gotri,Villa,Furnished,Ready to Move,Resale,North - East,,Other,1230
614,Vadodara,390022,3,3,7500,Gotri Road Gotri,Villa,Semi-Furnished,Ready to Move,Resale,North,,Freehold,1400
615,Vadodara,390022,2,2,3333,Gotri Sevasi Road,Flat,Semi-Furnished,Ready to Move,Resale,Other,3.0,Other,900
616,Vadodara,390022,3,3,4912,Gotri Sevasi Road,Flat,Unfurnished,Ready to Move,New,East,6.0,Freehold,1018
617,Vadodara,390022,4,3,6071,Gotri Sevasi Road,Flat,Furnished,Ready to Move,Resale,Other,7.0,Other,1400
618,Vadodara,390022,3,3,3611,Gotri Sevasi Road,House,Semi-Furnished,Ready to Move,Resale,Other,4.0,Freehold,1800
619,Vadodara,390022,3,3,7895,Gotri Sevasi Road,Flat,Furnished,Ready to Move,Resale,East,7.0,Freehold,1026
620,Vadodara,390022,3,3,5102,Gotri Sevasi Road,House,Furnished,Ready to Move,Resale,North - East,5.0,Freehold,980
621,Vadodara,390022,3,4,5417,Gotri Sevasi Road,Villa,Furnished,Ready to Move,Resale,East,,Freehold,2400
622,Vadodara,390022,2,2,3208,Guru Gobindsinhji Marg,Flat,Unfurnished,Ready to Move,Resale,Other,3.0,Other,530
623,Vadodara,390022,2,2,4133,Guru Gobindsinhji Marg,Flat,Semi-Furnished,Ready to Move,Resale,Other,4.0,Other,750
624,Vadodara,390022,1,2,3147,Guru Gobindsinhji Marg,Flat,Furnished,Ready to Move,Resale,East,4.0,Freehold,715
625,Vadodara,390022,2,4,3036,Guru Gobindsinhji Marg,House,Semi-Furnished,Ready to Move,Resale,Other,2.0,Freehold,2800
626,Vadodara,389350,3,6,3448,Halol,House,Furnished,Ready to Move,Resale,Other,1.0,Other,2030
627,Vadodara,390022,2,2,3093,Hari Nagar,Flat,Unfurnished,Ready to Move,Resale,East,1.0,Freehold,970
628,Vadodara,390022,3,3,7372,Hari Nagar,Flat,Semi-Furnished,Ready to Move,Resale,East,3.0,Freehold,1153
629,Vadodara,390022,3,3,5583,Hari Nagar,Flat,Unfurnished,Ready to Move,Resale,Other,3.0,Other,1200
630,Vadodara,390022,3,3,5347,Hari Nagar,House,Semi-Furnished,Ready to Move,Resale,East,4.0,Freehold,1700
631,Vadodara,390022,3,3,2895,Hari Nagar,House,Unfurnished,Ready to Move,Resale,Other,8.0,Other,1900
632,Vadodara,390022,1,1,2933,Harni,Flat,Furnished,Ready to Move,Resale,Other,4.0,Other,750
633,Vadodara,390022,2,2,7000,Harni,Flat,Furnished,Ready to Move,Resale,Other,1.0,Other,700
634,Vadodara,390022,2,2,6726,Harni,Flat,Furnished,Ready to Move,Resale,Other,2.0,Freehold,565
635,Vadodara,390022,2,2,3590,Harni,Flat,Semi-Furnished,Ready to Move,Resale,Other,4.0,Other,975
636,Vadodara,390022,2,2,6696,Harni,Flat,Furnished,Ready to Move,Resale,North,4.0,Freehold,672
637,Vadodara,390022,2,2,5543,Harni,Flat,Semi-Furnished,Ready to Move,Resale,Other,1.0,Other,810
638,Vadodara,390022,2,2,3336,Harni,Flat,Furnished,Ready to Move,Resale,Other,7.0,Other,1319
639,Vadodara,390022,2,2,5500,Harni,Flat,Furnished,Ready to Move,Resale,Other,4.0,Other,800
640,Vadodara,390022,2,2,3600,Harni,Flat,Semi-Furnished,Ready to Move,Resale,Other,4.0,Other,1000
641,Vadodara,390022,2,2,7207,Harni,Flat,Furnished,Ready to Move,Resale,Other,1.0,Freehold,555
642,Vadodara,390022,2,2,4494,Harni,Flat,Furnished,Ready to Move,Resale,North - East,2.0,Other,890
643,Vadodara,390022,2,2,5750,Harni,Flat,Furnished,Ready to Move,Resale,Other,4.0,Other,800
644,Vadodara,390022,2,2,4286,Harni,Flat,Semi-Furnished,Ready to Move,New,Other,5.0,Other,700
645,Vadodara,390022,2,2,7742,Harni,Flat,Furnished,Ready to Move,Resale,Other,2.0,Freehold,620
646,Vadodara,390022,2,2,6154,Harni,Flat,Unfurnished,Ready to Move,Resale,East,5.0,Freehold,650
647,Vadodara,390022,2,2,8462,Harni,House,Unfurnished,Ready to Move,Resale,Other,1.0,Other,650
648,Vadodara,390022,2,2,4637,Harni,Flat,Furnished,Ready to Move,Resale,Other,4.0,Other,798
649,Vadodara,390022,2,2,2969,Harni,Flat,Semi-Furnished,Ready to Move,Resale,East,4.0,Freehold,1280
650,Vadodara,390022,2,2,5224,Harni,Flat,Unfurnished,Ready to Move,Resale,East,5.0,Freehold,670
651,Vadodara,390022,2,2,4000,Harni,House,Furnished,Ready to Move,Resale,Other,5.0,Other,800
652,Vadodara,390022,2,2,7733,Harni,Flat,Furnished,Ready to Move,Resale,Other,6.0,Other,750
653,Vadodara,390022,3,3,6182,Harni,Flat,Semi-Furnished,Ready to Move,Resale,East,5.0,Freehold,1100
654,Vadodara,390022,3,3,3125,Harni,Flat,Furnished,Ready to Move,Resale,East,4.0,Freehold,1440
655,Vadodara,390022,3,3,6529,Harni,Flat,Unfurnished,Unknown,New,Other,,Other,1501
656,Vadodara,390022,3,3,5589,Harni,Flat,Unfurnished,Ready to Move,New,Other,,Other,1163
657,Vadodara,390022,3,3,6614,Harni,Flat,Unfurnished,Unknown,New,Other,,Other,1512
658,Vadodara,390022,3,3,7652,Harni,Flat,Semi-Furnished,Ready to Move,New,East,1.0,Freehold,1150
659,Vadodara,390022,3,3,5365,Harni,Flat,Unfurnished,Ready to Move,Resale,East,6.0,Other,1286
660,Vadodara,390022,3,3,5603,Harni,Flat,Semi-Furnished,Ready to Move,Resale,Other,6.0,Other,1160
661,Vadodara,390022,3,3,7500,Harni,Villa,Furnished,Ready to Move,Resale,Other,,Other,2000
662,Vadodara,390022,3,3,7619,Harni,Flat,Furnished,Ready to Move,Resale,North - East,4.0,Freehold,1050
663,Vadodara,390022,3,3,5599,Harni,Flat,Unfurnished,Ready to Move,Resale,Other,6.0,Other,1286
664,Vadodara,390022,3,3,3889,Harni,Flat,Furnished,Ready to Move,New,East,2.0,Other,1800
665,Vadodara,390022,3,3,6056,Harni,Flat,Unfurnished,Ready to Move,Resale,Other,7.0,Other,1321
666,Vadodara,390022,3,3,7143,Harni,Flat,Semi-Furnished,Ready to Move,Resale,Other,9.0,Freehold,1400
667,Vadodara,390022,3,3,5652,Harni,Flat,Semi-Furnished,Ready to Move,Resale,East,1.0,Freehold,1150
668,Vadodara,390022,3,3,5492,Harni,Flat,Furnished,Ready to Move,Resale,Other,5.0,Other,1402
669,Vadodara,390022,3,3,5877,Harni,Flat,Furnished,Ready to Move,Resale,Other,4.0,Other,1140
670,Vadodara,390022,3,3,8421,Harni,Flat,Unfurnished,Ready to Move,New,East,1.0,Freehold,1900
671,Vadodara,390022,3,3,6364,Harni,Flat,Unfurnished,Ready to Move,New,East,5.0,Freehold,1100
672,Vadodara,390022,3,3,4916,Harni,Flat,Furnished,Ready to Move,Resale,East,2.0,Freehold,1780
673,Vadodara,390022,3,3,8370,Harni,Flat,Semi-Furnished,Ready to Move,New,West,5.0,Freehold,1135
674,Vadodara,390022,3,3,7351,Harni,Flat,Semi-Furnished,Ready to Move,Resale,West,2.0,Freehold,925
675,Vadodara,390022,3,3,7286,Harni,Flat,Semi-Furnished,Ready to Move,Resale,West,4.0,Freehold,1400
676,Vadodara,390022,3,3,6620,Harni,Flat,Unfurnished,Ready to Move,Resale,East,5.0,Freehold,1435
677,Vadodara,390022,3,3,6522,Harni,Flat,Semi-Furnished,Ready to Move,Resale,Other,7.0,Other,1150
678,Vadodara,390022,3,3,3736,Harni,Flat,Unfurnished,Ready to Move,Resale,West,2.0,Freehold,1740
679,Vadodara,390022,3,3,5500,Harni,Flat,Semi-Furnished,Ready to Move,Resale,Other,2.0,Other,1000
680,Vadodara,390022,3,3,7600,Harni,Flat,Furnished,Ready to Move,Resale,Other,6.0,Other,1000
681,Vadodara,390022,3,3,7944,Harni,Flat,Furnished,Ready to Move,New,West,5.0,Freehold,1070
682,Vadodara,390022,3,3,5348,Harni,Flat,Furnished,Ready to Move,Resale,West,3.0,Other,1150
683,Vadodara,390022,3,3,6620,Harni,Flat,Semi-Furnished,Ready to Move,Resale,Other,7.0,Freehold,861
684,Vadodara,390022,3,3,5506,Harni,Flat,Semi-Furnished,Ready to Move,Resale,East,7.0,Other,1580
685,Vadodara,390022,3,3,4000,Harni,Flat,Semi-Furnished,Ready to Move,Resale,East,1.0,Freehold,1850
686,Vadodara,390022,2,3,6471,Harni,Flat,Furnished,Ready to Move,Resale,East,6.0,Freehold,850
687,Vadodara,390022,3,3,3529,Harni,Flat,Unfurnished,Ready to Move,Resale,Other,7.0,Other,1020
688,Vadodara,390022,3,3,5856,Harni,Flat,Semi-Furnished,Ready to Move,Resale,West,5.0,Freehold,1110
689,Vadodara,390022,3,3,6452,Harni,Flat,Unfurnished,Unknown,New,Other,,Other,1488
690,Vadodara,390022,3,3,5159,Harni,Flat,Unfurnished,Ready to Move,New,Other,,Other,1260
691,Vadodara,390022,3,3,5233,Harni,Flat,Unfurnished,Ready to Move,New,Other,2.0,Other,1242
692,Vadodara,390022,3,3,6445,Harni,Flat,Unfurnished,Unknown,New,Other,,Other,1536
693,Vadodara,390022,3,3,5285,Harni,Flat,Unfurnished,Ready to Move,New,Other,,Other,1230
694,Vadodara,390022,3,3,6462,Harni,Flat,Unfurnished,Unknown,New,Other,,Other,1501
695,Vadodara,390022,3,3,5462,Harni,Flat,Unfurnished,Ready to Move,New,Other,,Other,1190
696,Vadodara,390022,3,3,6384,Harni,Flat,Unfurnished,Unknown,New,Other,,Other,1488
697,Vadodara,390022,3,3,6548,Harni,Flat,Unfurnished,Unknown,New,Other,,Other,1512
698,Vadodara,390022,3,3,5903,Harni,Flat,Unfurnished,Unknown,New,Other,,Other,1440
699,Vadodara,390022,4,4,4950,Harni,Flat,Semi-Furnished,Ready to Move,Resale,Other,2.0,Other,2000
700,Vadodara,390022,4,4,7778,Harni,House,Furnished,Ready to Move,Resale,Other,,Other,1800
701,Vadodara,390022,4,4,6556,Harni,Flat,Unfurnished,Unknown,New,East,4.0,Freehold,1800
702,Vadodara,390022,3,4,7943,Harni,House,Furnished,Ready to Move,Resale,Other,2.0,Other,1322
703,Vadodara,390022,3,4,11719,Harni,Villa,Semi-Furnished,Ready to Move,Resale,West,,Freehold,1024
704,Vadodara,390022,3,4,6818,Harni,House,Semi-Furnished,Ready to Move,Resale,Other,1.0,Other,2200
705,Vadodara,390022,4,4,6047,Harni,House,Semi-Furnished,Ready to Move,Resale,East,,Freehold,2150
706,Vadodara,390022,4,4,7242,Harni,Flat,Unfurnished,Unknown,New,Other,,Other,1726
707,Vadodara,390022,4,4,8428,Harni,House,Unfurnished,Unknown,New,Other,,Other,2112
708,Vadodara,390022,4,4,11379,Harni,Villa,Unfurnished,Ready to Move,Resale,East,,Other,1450
709,Vadodara,390022,4,4,8333,Harni,House,Unfurnished,Unknown,New,Other,,Other,2112
