sr no,city,zip code,No Bathroom,No bedroom,price  per squrefoot,area_name,property type,furnishing,status,transaction,facing,floor,ownership,area sqft
1,Vadodara,391410,2,2,5556,Bhayli,Apartment,Furnished,Ready to Move,Resale,East,4.0,Freehold,900
2,Vadodara,390022,2,2,3386,Pashabhai Park,Apartment,Semi-Furnished,Ready to Move,Resale,Unknown,4.0,Unknown,945
3,Vadodara,390022,2,2,5000,Vemali,Apartment,Furnished,Ready to Move,Resale,East,2.0,Freehold,700
4,Vadodara,390025,3,4,2720,Waghodia Road,House,Unfurnished,Ready to Move,Resale,East,,Freehold,2500
5,Vadodara,390025,2,2,4118,Waghodia Road,Apartment,Semi-Furnished,Ready to Move,Resale,East,2.0,Freehold,850
6,Vadodara,390022,1,3,4533,Old Padra Road,Apartment,Unknown,Unknown,Unknown,East,2.0,Freehold,1765
7,Vadodara,390012,2,2,3043,Tandalja,Apartment,Semi-Furnished,Ready to Move,Resale,Unknown,2.0,Co-operative Society,1150
8,Vadodara,390020,4,5,6038,Akota Road,House,Semi-Furnished,Ready to Move,Resale,East,,Freehold,1325
9,Vadodara,390021,2,2,5223,Gotri,Apartment,Semi-Furnished,Ready to Move,Resale,East,1.0,Unknown,762
10,Vadodara,390022,2,2,4924,Sama Savli Road,Apartment,Furnished,Ready to Move,Resale,East,2.0,Freehold,853
11,Vadodara,390022,2,2,6000,Sama Road,Apartment,Semi-Furnished,Ready to Move,Resale,Unknown,3.0,Freehold,1000
12,Vadodara,390012,4,4,3814,Atladara,Builder Floor,Semi-Furnished,Ready to Move,Resale,West,4.0,Freehold,1180
13,Vadodara,390012,3,3,3519,Kalali,Apartment,Unfurnished,Ready to Move,Resale,East,5.0,Freehold,1080
14,Vadodara,390021,2,2,4163,Gotri,Apartment,Semi-Furnished,Ready to Move,Resale,North - East,2.0,Freehold,1225
15,Vadodara,390019,3,3,4216,New Alkapuri,Apartment,Semi-Furnished,Ready to Move,Resale,North,5.0,Freehold,1850
16,Vadodara,390022,3,3,5392,Vasna Bhayli Main Road,Apartment,Semi-Furnished,Ready to Move,Resale,East,1.0,Unknown,1020
17,Vadodara,390025,2,2,4000,Waghodia Road,Apartment,Semi-Furnished,Ready to Move,Resale,East,1.0,Freehold,750
18,Vadodara,390022,5,4,7303,Sun Pharma Road,House,Semi-Furnished,Ready to Move,Resale,East,,Freehold,1780
19,Vadodara,390022,3,4,12277,Sun Pharma Road,House,Furnished,Ready to Move,Resale,North,,Unknown,2240
20,Vadodara,390007,4,4,9796,Vasna Road,House,Furnished,Ready to Move,Resale,Unknown,,Unknown,2450
21,Vadodara,390022,2,2,3863,Panchvati,Apartment,Furnished,Ready to Move,Resale,East,1.0,Freehold,906
22,Vadodara,390022,3,3,4367,Jambuva,House,Unfurnished,Ready to Move,Resale,Unknown,1.0,Unknown,1500
23,Vadodara,390009,1,1,2092,Tarsali,Apartment,Semi-Furnished,Ready to Move,Resale,West,4.0,Freehold,741
24,Vadodara,390022,3,4,8000,Pashabhai Park,Villa,Furnished,Ready to Move,New Property,Unknown,,Co-operative Society,2000
25,Vadodara,390022,2,2,5429,New Kareli Baug,Apartment,Semi-Furnished,Ready to Move,Resale,Unknown,2.0,Unknown,700
26,Vadodara,390022,9,9,11667,Harni Road,House,Semi-Furnished,Ready to Move,Resale,North - East,,Co-operative Society,3000
27,Vadodara,390019,5,5,8929,New Alkapuri,Villa,Furnished,Ready to Move,Resale,East,,Freehold,5600
28,Vadodara,390022,2,2,8571,Makarpura Road,House,Semi-Furnished,Ready to Move,Resale,South,2.0,Freehold,1750
29,Vadodara,390007,1,1,10769,Saiyed Vasna,House,Semi-Furnished,Ready to Move,Resale,East,1.0,Freehold,650
30,Vadodara,390011,4,4,5556,Manjalpur,Apartment,Unfurnished,Ready to Move,Resale,East,3.0,Unknown,2700
31,Vadodara,390012,3,4,5769,Kalali,Villa,Furnished,Ready to Move,Resale,North,,Co-operative Society,2600
32,Vadodara,390022,2,1,4973,Rasulabad,Villa,Semi-Furnished,Ready to Move,New Property,North - East,,Freehold,915
33,Vadodara,390022,3,6,4545,Vasna Bhayli Main Road,Apartment,Unfurnished,Ready to Move,New Property,South - East,6.0,Freehold,2200
34,Vadodara,390025,2,2,3830,Waghodia Road,Apartment,Semi-Furnished,Ready to Move,Resale,Unknown,1.0,Unknown,1175
35,Vadodara,390012,2,2,3347,Atladara,Apartment,Unfurnished,Ready to Move,Resale,East,4.0,Freehold,1195
36,Vadodara,391410,2,2,5400,Bhayli,Apartment,Unfurnished,Ready to Move,Resale,Unknown,5.0,Unknown,500
37,Vadodara,390022,4,4,6316,Old Padra Road,Villa,Unfurnished,Ready to Move,Resale,North,,Freehold,1900
38,Vadodara,390022,3,3,5727,Sama Savli Road,Apartment,Semi-Furnished,Ready to Move,Resale,South -West,6.0,Freehold,1100
39,Vadodara,390007,4,4,9697,Alkapuri,Apartment,Furnished,Ready to Move,Resale,East,3.0,Freehold,1650
40,Vadodara,390025,2,2,3954,Waghodia Road,Apartment,Furnished,Ready to Move,Resale,North,5.0,Co-operative Society,784
41,Vadodara,390018,1,2,5455,Karelibaug,Apartment,Furnished,Ready to Move,Resale,Unknown,7.0,Freehold,550
42,Vadodara,391740,1,1,4149,Chhani,Apartment,Unfurnished,Ready to Move,Resale,East,3.0,Co-operative Society,723
43,Vadodara,391740,3,3,5833,Chhani,Apartment,Unfurnished,Ready to Move,Resale,West,4.0,Freehold,1200
44,Vadodara,390022,5,5,8000,Bhakti Nagar,House,Furnished,Ready to Move,Resale,Unknown,1.0,Unknown,5000
45,Vadodara,390009,2,3,3264,Tarsali,Apartment,Unfurnished,Ready to Move,Resale,East,2.0,Unknown,1440
46,Vadodara,390022,3,4,8182,Sama Road,Apartment,Furnished,Ready to Move,Resale,East,4.0,Freehold,2200
47,Vadodara,390022,2,2,2692,Dabhoi Road,House,Unfurnished,Ready to Move,Resale,Unknown,3.0,Unknown,650
48,Vadodara,390019,3,3,6300,New Alkapuri,Apartment,Furnished,Ready to Move,Resale,North,3.0,Freehold,1000
49,Vadodara,390022,3,2,6048,Old Padra Road,Villa,Furnished,Ready to Move,Resale,Unknown,,Unknown,1240
50,Vadodara,390022,3,3,8668,Vasant Vihar,Apartment,Furnished,Ready to Move,Resale,West,2.0,Freehold,1269
51,Vadodara,390022,2,2,2593,Ajwa Road,Apartment,Unfurnished,Ready to Move,Resale,Unknown,7.0,Freehold,1350
52,Vadodara,390007,2,2,6780,Alkapuri,Apartment,Furnished,Ready to Move,Resale,Unknown,3.0,Unknown,1180
53,Vadodara,390022,3,4,10448,Chhani Jakat Naka,House,Semi-Furnished,Ready to Move,Resale,East,,Freehold,1005
54,Vadodara,390022,1,1,3083,Mandvi,Apartment,Semi-Furnished,Ready to Move,Resale,Unknown,1.0,Unknown,600
55,Vadodara,390012,2,2,4222,Atladra,Apartment,Semi-Furnished,Ready to Move,Resale,East,4.0,Freehold,900
56,Vadodara,390012,4,4,10479,Atladra,Villa,Furnished,Ready to Move,Resale,West,,Freehold,1336
57,Vadodara,390019,2,2,4444,New Alkapuri,Apartment,Unfurnished,Ready to Move,New Property,West,1.0,Freehold,900
58,Vadodara,390022,2,2,3380,Nehru Chacha Nagar,Apartment,Semi-Furnished,Ready to Move,Resale,North - East,4.0,Co-operative Society,710
59,Vadodara,391770,2,2,4881,Savli,Apartment,Furnished,Ready to Move,Resale,West,3.0,Freehold,717
60,Vadodara,390022,3,3,3548,Vasna Bhayli Main Road,Apartment,Unfurnished,Ready to Move,Resale,North,6.0,Co-operative Society,1550
61,Vadodara,390022,1,1,5882,Vemali,Apartment,Semi-Furnished,Ready to Move,Resale,Unknown,2.0,Unknown,510
62,Vadodara,390022,3,3,6500,Harni Road,Apartment,Semi-Furnished,Ready to Move,Resale,East,6.0,Freehold,1000
63,Vadodara,390021,3,3,6240,Gotri,Apartment,Furnished,Ready to Move,Resale,East,5.0,Unknown,1250
64,Vadodara,390022,2,2,2919,Pashabhai Park,Apartment,Semi-Furnished,Ready to Move,Resale,Unknown,2.0,Freehold,925
65,Vadodara,390022,2,2,7545,Harni Road,House,Semi-Furnished,Ready to Move,Resale,East,,Co-operative Society,2200
66,Vadodara,390025,2,2,5368,Waghodia Road,Apartment,Unfurnished,Ready to Move,Resale,North - West,7.0,Unknown,950
67,Vadodara,390022,5,5,3521,Sama Savli Road,Apartment,Unfurnished,Ready to Move,Resale,Unknown,9.0,Unknown,3550
68,Vadodara,390022,2,2,1997,Undera,House,Furnished,Ready to Move,Resale,Unknown,5.0,Freehold,1252
69,Vadodara,390012,1,3,2427,Atladara,Apartment,Unknown,Ready to Move,Resale,Unknown,,Unknown,1566
70,Vadodara,390022,5,4,8485,Sama Savli Road,House,Furnished,Ready to Move,Resale,East,,Freehold,3300
71,Vadodara,390012,1,2,5909,Tandalja,Villa,Semi-Furnished,Ready to Move,Resale,Unknown,,Freehold,1100
72,Vadodara,390022,3,3,6818,Sayajigunj,House,Semi-Furnished,Ready to Move,Resale,Unknown,,Unknown,2200
73,Vadodara,390021,2,2,4000,Gotri,Apartment,Furnished,Ready to Move,Resale,Unknown,7.0,Unknown,900
74,Vadodara,390012,2,2,4000,Atladra,Apartment,Semi-Furnished,Ready to Move,Resale,East,1.0,Freehold,750
75,Vadodara,391410,3,3,4505,Bhayli,Apartment,Semi-Furnished,Ready to Move,Resale,East,4.0,Unknown,910
76,Vadodara,390022,2,3,2857,New Kareli Baug,Apartment,Unfurnished,Ready to Move,Resale,North - West,3.0,Co-operative Society,1470
77,Vadodara,391410,2,2,3525,Bhayli,Apartment,Semi-Furnished,Ready to Move,Resale,North - East,3.0,Unknown,1305
78,Vadodara,390022,2,2,4267,Kendranagar,Apartment,Semi-Furnished,Ready to Move,Resale,East,3.0,Freehold,750
79,Vadodara,390025,3,3,6207,Waghodia Road,House,Semi-Furnished,Ready to Move,Resale,Unknown,,Unknown,1450
80,Vadodara,390025,2,2,3048,Waghodia Road,Apartment,Semi-Furnished,Ready to Move,Resale,East,5.0,Freehold,1050
81,Vadodara,390022,3,3,7783,Old Padra Road,Villa,Furnished,Ready to Move,Resale,Unknown,,Freehold,2120
82,Vadodara,390009,2,2,5140,Tarsali,Apartment,Furnished,Ready to Move,Resale,Unknown,2.0,Power Of Attorney,642
83,Vadodara,390021,3,3,4181,Gotri,Apartment,Semi-Furnished,Ready to Move,Resale,East,2.0,Co-operative Society,1435
84,Vadodara,390012,2,2,2294,Kalali,Apartment,Furnished,Ready to Move,Resale,Unknown,3.0,Unknown,1090
85,Vadodara,390022,4,4,5804,Vasna Bhayli Main Road,Apartment,Unfurnished,Ready to Move,Resale,East,5.0,Freehold,1568
86,Vadodara,390019,6,5,14000,New Alkapuri,House,Furnished,Ready to Move,Resale,East,,Freehold,7500
87,Vadodara,390021,2,2,3315,Gotri,Apartment,Unfurnished,Ready to Move,Resale,Unknown,5.0,Unknown,905
88,Vadodara,390022,2,2,6963,Sama Savli Road,Apartment,Furnished,Ready to Move,New Property,East,3.0,Freehold,675
89,Vadodara,390024,4,4,2353,Sama,Penthouse,Furnished,Ready to Move,Resale,Unknown,4.0,Unknown,3400
90,Vadodara,390011,2,3,5913,Manjalpur,Apartment,Furnished,Ready to Move,Resale,Unknown,3.0,Unknown,1150
91,Vadodara,390022,3,3,7699,Ankhol,House,Unfurnished,Ready to Move,Resale,South,,Unknown,1130
92,Vadodara,390007,3,3,4722,Vasna Road,Apartment,Furnished,Ready to Move,Resale,North,3.0,Co-operative Society,1800
93,Vadodara,390002,2,2,6429,Diwalipura,Apartment,Furnished,Ready to Move,Resale,East,2.0,Freehold,700
94,Vadodara,390022,3,3,13556,Vasna Bhayli Main Road,House,Furnished,Ready to Move,Resale,Unknown,,Unknown,2213
95,Vadodara,390022,3,3,6122,Vasna Bhayli Main Road,Apartment,Furnished,Ready to Move,New Property,Unknown,1.0,Freehold,980
96,Vadodara,390009,2,2,6055,Tarsali,Apartment,Furnished,Ready to Move,Resale,East,4.0,Freehold,578
97,Vadodara,390022,3,3,6182,Harni,Apartment,Semi-Furnished,Ready to Move,Resale,East,5.0,Freehold,1100
98,Vadodara,390025,4,4,7733,Waghodia Road,House,Semi-Furnished,Ready to Move,Resale,Unknown,,Unknown,2250
99,Vadodara,390011,1,1,3556,Manjalpur,Apartment,Semi-Furnished,Ready to Move,Resale,Unknown,3.0,Unknown,450
100,Vadodara,390022,3,3,4543,Vasna Bhayli Main Road,Apartment,Furnished,Ready to Move,Resale,Unknown,3.0,Unknown,1871
101,Vadodara,390012,3,3,6884,Tandalja,Apartment,Furnished,Ready to Move,Resale,South - East,3.0,Co-operative Society,1380
102,Vadodara,391410,2,2,3571,Bhayli,Apartment,Furnished,Ready to Move,Resale,East,4.0,Freehold,700
103,Vadodara,390018,1,1,2182,Karelibaug,Apartment,Unfurnished,Ready to Move,Resale,East,5.0,Unknown,550
104,Vadodara,390007,2,2,4176,Vasna Road,Apartment,Semi-Furnished,Ready to Move,Resale,West,3.0,Freehold,910
105,Vadodara,391740,3,3,5934,Chhani,Apartment,Semi-Furnished,Ready to Move,Resale,Unknown,6.0,Unknown,910
106,Vadodara,390009,2,2,2976,Tarsali,Apartment,Furnished,Ready to Move,Resale,Unknown,3.0,Unknown,840
107,Vadodara,390022,2,4,7778,Dandia Bazar,House,Semi-Furnished,Ready to Move,New Property,North,,Freehold,900
108,Vadodara,391410,2,2,2419,Bhayli,Apartment,Semi-Furnished,Ready to Move,Resale,Unknown,3.0,Unknown,1075
109,Vadodara,391740,2,2,4118,Chhani,Apartment,Furnished,Ready to Move,Resale,West,3.0,Freehold,850
110,Vadodara,391101,3,3,6278,Sevasi,Apartment,Semi-Furnished,Ready to Move,Resale,Unknown,1.0,Unknown,900
111,Vadodara,390002,1,1,3667,Fatehgunj,Apartment,Semi-Furnished,Ready to Move,Resale,East,2.0,Freehold,450
112,Vadodara,390022,3,3,3125,Harni,Apartment,Furnished,Ready to Move,Resale,East,4.0,Freehold,1440
113,Vadodara,390025,3,3,6400,Waghodia Road,House,Semi-Furnished,Ready to Move,Resale,East,,Leasehold,1250
114,Vadodara,390022,2,2,5833,Bhayli Road,Apartment,Furnished,Ready to Move,New Property,East,5.0,Freehold,600
115,Vadodara,390021,5,5,9500,Gotri,House,Furnished,Ready to Move,Resale,North - West,,Power Of Attorney,2000
116,Vadodara,391101,2,2,4375,Sevasi,Apartment,Unfurnished,Ready to Move,Resale,Unknown,6.0,Unknown,640
117,Vadodara,390022,2,2,3093,Hari nagar,Apartment,Unfurnished,Ready to Move,Resale,East,1.0,Freehold,970
118,Vadodara,390022,5,5,13942,Bhayli Road,Villa,Furnished,Ready to Move,Resale,North,,Freehold,5200
119,Vadodara,390022,2,4,7273,Gorwa Road,House,Semi-Furnished,Ready to Move,Resale,East,,Freehold,1650
120,Vadodara,390021,3,3,5721,Gotri,Apartment,Furnished,Ready to Move,Resale,East,11.0,Unknown,2080
121,Vadodara,390023,2,3,8500,Subhanpura,House,Furnished,Ready to Move,Resale,North - East,,Freehold,1000
122,Vadodara,391410,3,3,7353,Bhayli,Apartment,Furnished,Ready to Move,Resale,Unknown,1.0,Unknown,1700
123,Vadodara,391740,2,2,2778,Chhani,Apartment,Furnished,Ready to Move,Resale,East,1.0,Leasehold,1080
124,Vadodara,390022,2,2,3200,Bill,Apartment,Unfurnished,Ready to Move,Resale,East,3.0,Freehold,750
125,Vadodara,390022,2,3,2569,Khatamba,House,Semi-Furnished,Unknown,Resale,Unknown,,Unknown,1600
126,Vadodara,390022,3,3,2565,Amodar,House,Unfurnished,Unknown,Resale,Unknown,,Unknown,1185
127,Vadodara,390022,3,3,2569,Amodar,House,Furnished,Unknown,Resale,Unknown,,Unknown,1300
128,Vadodara,390022,1,2,1910,Babajipura,Apartment,Unfurnished,Unknown,Resale,Unknown,,Unknown,775
129,Vadodara,390012,2,2,2762,Atladra,Apartment,Semi-Furnished,Ready to Move,Resale,Unknown,2.0,Freehold,1195
130,Vadodara,390021,2,2,4266,Gotri,Apartment,Semi-Furnished,Ready to Move,Resale,North,1.0,Power Of Attorney,668
131,Vadodara,390022,2,4,8333,Khodiyar Nagar,House,Unfurnished,Ready to Move,Resale,Unknown,2.0,Unknown,1200
132,Vadodara,390012,2,2,2676,Kalali,Apartment,Semi-Furnished,Ready to Move,Resale,Unknown,3.0,Freehold,1196
133,Vadodara,390021,2,2,3333,Gotri,Apartment,Furnished,Ready to Move,New Property,Unknown,3.0,Freehold,1200
134,Vadodara,390022,3,3,3321,Suryanagar,Penthouse,Furnished,Ready to Move,Resale,East,4.0,Freehold,1400
135,Vadodara,390022,3,3,6138,Vemali,Penthouse,Semi-Furnished,Ready to Move,Resale,Unknown,4.0,Unknown,896
136,Vadodara,390007,3,3,5288,Vasna Road,Apartment,Furnished,Ready to Move,Resale,East,6.0,Freehold,1040
137,Vadodara,390022,2,2,6840,Sama Savli Road,Apartment,Furnished,Ready to Move,Resale,Unknown,2.0,Freehold,731
138,Vadodara,390022,1,1,2000,Shree nathji flat mandvi vadodara,Apartment,Unfurnished,Ready to Move,Resale,East,3.0,Freehold,650
139,Vadodara,390022,2,2,5641,Makar Pura,House,Unfurnished,Ready to Move,Resale,Unknown,1.0,Unknown,1950
140,Vadodara,390022,4,4,6086,Bill,Villa,Unfurnished,Ready to Move,Resale,Unknown,,Freehold,3040
141,Vadodara,390009,3,3,4194,Tarsali,Villa,Furnished,Ready to Move,Resale,East,,Freehold,3600
142,Vadodara,390022,4,3,5500,Old Padra Road,House,Unfurnished,Ready to Move,Resale,East,,Freehold,2000
143,Vadodara,390022,2,3,4086,Khodiyar Nagar,Penthouse,Semi-Furnished,Ready to Move,Resale,West,5.0,Freehold,1346
144,Vadodara,390025,3,3,7586,Waghodia Road,House,Furnished,Ready to Move,Resale,East,,Freehold,1015
145,Vadodara,390021,2,2,2264,Gotri,Apartment,Unfurnished,Ready to Move,Resale,Unknown,3.0,Co-operative Society,1038
146,Vadodara,390022,3,3,2568,Khatamba,House,Semi-Furnished,Unknown,Resale,Unknown,,Unknown,1250
147,Vadodara,390022,1,2,1906,Nani Bapod,Apartment,Semi-Furnished,Unknown,Resale,Unknown,,Unknown,850
148,Vadodara,390022,1,1,2400,Babajipura,Builder Floor,Unfurnished,Unknown,Resale,Unknown,,Unknown,750
149,Vadodara,390022,8,10,8146,Makarpura Road,House,Furnished,Ready to Move,Resale,West,3.0,Co-operative Society,4800
150,Vadodara,390022,2,4,3911,Shanti Nagar,Villa,Semi-Furnished,Unknown,Resale,Unknown,,Unknown,1350
151,Vadodara,390022,2,2,1910,Anandvan Society,Apartment,Semi-Furnished,Unknown,Resale,Unknown,,Unknown,1000
152,Vadodara,390002,3,3,5986,Diwalipura,Builder Floor,Unfurnished,Ready to Move,Resale,Unknown,3.0,Freehold,1420
153,Vadodara,390022,2,2,2938,Bhayli Road,Apartment,Semi-Furnished,Ready to Move,Resale,Unknown,3.0,Unknown,1120
154,Vadodara,391410,3,3,5143,Bhayli,Apartment,Furnished,Ready to Move,Resale,Unknown,6.0,Unknown,1400
155,Vadodara,391101,3,3,3060,Sevasi,Apartment,Unfurnished,Ready to Move,Resale,Unknown,4.0,Freehold,3105
156,Vadodara,390025,2,2,4658,Waghodia Road,Apartment,Furnished,Ready to Move,Resale,Unknown,2.0,Unknown,966
157,Vadodara,390012,2,3,3516,Kalali,Apartment,Furnished,Ready to Move,Resale,Unknown,5.0,Unknown,1280
158,Vadodara,390012,2,2,5231,Kalali,Apartment,Furnished,Ready to Move,Resale,East,5.0,Freehold,650
159,Vadodara,390019,4,4,13396,New Alkapuri,House,Furnished,Ready to Move,Resale,Unknown,,Unknown,1605
160,Vadodara,390022,3,3,11111,Vasna Bhayli Main Road,Villa,Semi-Furnished,Ready to Move,Resale,Unknown,,Unknown,1350
161,Vadodara,390012,4,3,5561,Kalali,Apartment,Unfurnished,Ready to Move,Resale,North - East,8.0,Freehold,1115
162,Vadodara,390021,3,3,6940,Gotri,Apartment,Furnished,Ready to Move,Resale,Unknown,9.0,Unknown,1585
163,Vadodara,390022,4,4,7353,Suvarnapuri SOCIETY,Penthouse,Semi-Furnished,Unknown,Resale,East,3.0,Freehold,3400
164,Vadodara,390007,3,3,7214,Vasna Road,Apartment,Furnished,Ready to Move,Resale,North,1.0,Freehold,1400
165,Vadodara,390007,3,4,8587,Vasna Road,Apartment,Furnished,Ready to Move,Resale,North - East,2.0,Freehold,1281
166,Vadodara,390022,3,3,3750,Nani Bapod,House,Semi-Furnished,Ready to Move,Resale,Unknown,,Unknown,1200
167,Vadodara,390025,1,1,3690,Waghodia Road,Builder Floor,Furnished,Unknown,New Property,South - East,4.0,Freehold,420
168,Vadodara,390023,2,2,5538,Subhanpura,Apartment,Semi-Furnished,Ready to Move,Resale,East,3.0,Freehold,650
169,Vadodara,390025,3,3,5250,Waghodia Road,House,Unfurnished,Ready to Move,Resale,East,,Unknown,800
170,Vadodara,390022,3,3,9929,Karelibagh,House,Furnished,Ready to Move,Resale,East,,Freehold,1400
171,Vadodara,391410,4,4,6071,Bhayli,Apartment,Unfurnished,Poss. by May &#x27;28,New Property,Unknown,,Unknown,1527
172,Vadodara,391410,2,2,5973,Bhayli,Apartment,Unfurnished,Ready to Move,New Property,Unknown,,Unknown,904
173,Vadodara,390012,3,3,6131,Atladara,Apartment,Unfurnished,Poss. by Dec &#x27;28,New Property,Unknown,,Unknown,1070
174,Vadodara,390012,3,3,5386,Atladara,Apartment,Unfurnished,Poss. by Apr &#x27;29,New Property,Unknown,,Unknown,1114
175,Vadodara,391410,4,5,12700,Bhayli,Villa,Unfurnished,Poss. by Dec &#x27;31,New Property,Unknown,,Unknown,4000
176,Vadodara,391101,4,4,6364,Sevasi,Apartment,Unfurnished,Poss. by Dec &#x27;26,New Property,Unknown,,Unknown,2200
177,Vadodara,390022,3,3,4789,Sama Savli Road,Apartment,Unfurnished,Poss. by Jun &#x27;27,New Property,Unknown,,Unknown,1044
178,Vadodara,390022,5,4,6476,Ankhol,Villa,Unfurnished,Poss. by Dec &#x27;29,New Property,Unknown,,Unknown,1714
179,Vadodara,390011,3,3,6746,Manjalpur,Apartment,Unfurnished,Poss. by Dec &#x27;26,New Property,Unknown,,Unknown,1423
180,Vadodara,390018,4,4,8537,Karelibaug,Apartment,Unfurnished,Ready to Move,New Property,Unknown,,Unknown,2085
181,Vadodara,390012,5,5,12803,Atladra,Villa,Unfurnished,Ready to Move,New Property,Unknown,,Unknown,1195
182,Vadodara,390025,3,3,4828,Waghodia Road,Apartment,Unfurnished,Poss. by Jun &#x27;27,New Property,Unknown,,Unknown,1160
183,Vadodara,390022,3,3,6529,Harni,Apartment,Unfurnished,Poss. by Dec &#x27;26,New Property,Unknown,,Unknown,1501
184,Vadodara,391410,4,4,6780,Bhayli,Apartment,Unfurnished,Poss. by Dec &#x27;26,New Property,Unknown,,Unknown,2065
185,Vadodara,390022,3,3,5589,Harni,Apartment,Unfurnished,Ready to Move,New Property,Unknown,,Unknown,1163
186,Vadodara,390011,3,3,5634,Manjalpur,Apartment,Unfurnished,Poss. by Dec &#x27;26,New Property,Unknown,,Unknown,1065
187,Vadodara,390025,3,3,3444,Waghodia Road,Apartment,Unfurnished,Poss. by Dec &#x27;26,New Property,Unknown,,Unknown,1800
188,Vadodara,390021,4,4,6238,Gotri,Apartment,Unfurnished,Poss. by Dec &#x27;29,New Property,Unknown,,Unknown,2164
189,Vadodara,390011,5,5,7654,Manjalpur,Villa,Unfurnished,Ready to Move,New Property,Unknown,,Unknown,2025
190,Vadodara,391410,4,4,8708,Bhayli,Apartment,Unfurnished,Poss. by Mar &#x27;28,New Property,Unknown,,Unknown,2400
191,Vadodara,390007,4,4,9029,Alkapuri,Apartment,Unfurnished,Ready to Move,New Property,Unknown,,Unknown,1628
192,Vadodara,390022,3,3,6614,Harni,Apartment,Unfurnished,Poss. by Nov &#x27;26,New Property,Unknown,,Unknown,1512
193,Vadodara,390022,3,3,5221,Vasna Bhayli Main Road,Apartment,Unfurnished,Ready to Move,New Property,Unknown,,Unknown,952
194,Vadodara,390007,3,3,6153,Vasna Road,Apartment,Unfurnished,Poss. by Dec &#x27;30,New Property,Unknown,,Unknown,1240
195,Vadodara,390022,4,4,13200,Nilambar Oriens atladra,House,Furnished,Ready to Move,Resale,Unknown,,Unknown,1250
196,Vadodara,391410,2,3,5424,Bhayli,Apartment,Furnished,Ready to Move,Resale,Unknown,5.0,Unknown,931
197,Vadodara,391740,3,3,3067,Chhani,Apartment,Unfurnished,Ready to Move,Resale,East,5.0,Freehold,2119
198,Vadodara,390022,3,3,7652,Harni,Apartment,Semi-Furnished,Ready to Move,New Property,East,1.0,Freehold,1150
199,Vadodara,390012,2,2,4308,Atladra,Apartment,Furnished,Ready to Move,Resale,East,3.0,Freehold,650
200,Vadodara,390022,2,3,4829,Sama Road,Apartment,Furnished,Ready to Move,Resale,Unknown,4.0,Freehold,1346
201,Vadodara,391410,2,2,3600,Bhayli,Apartment,Furnished,Ready to Move,Resale,Unknown,2.0,Unknown,750
202,Vadodara,390021,4,4,4474,Gotri,House,Semi-Furnished,Ready to Move,Resale,East,,Co-operative Society,1900
203,Vadodara,390012,2,3,3200,Kalali,Apartment,Semi-Furnished,Ready to Move,Resale,West,2.0,Freehold,1250
204,Vadodara,391410,3,3,4100,Bhayli,Apartment,Semi-Furnished,Ready to Move,Resale,Unknown,3.0,Unknown,1000
205,Vadodara,391410,4,4,6148,Bhayli,Apartment,Unfurnished,Poss. by Aug &#x27;26,New Property,Unknown,,Unknown,1903
206,Vadodara,390012,3,3,5333,Atladra,Apartment,Unfurnished,Poss. by Jun &#x27;28,New Property,Unknown,,Unknown,900
207,Vadodara,390022,2,2,4229,Nani Bapod,Apartment,Unfurnished,Poss. by Dec &#x27;30,New Property,Unknown,,Unknown,532
208,Vadodara,390022,4,4,7031,Karjan,Penthouse,Unfurnished,Poss. by Jan &#x27;27,New Property,Unknown,,Unknown,1280
209,Vadodara,390002,3,3,7222,Fatehgunj,Apartment,Unfurnished,Ready to Move,Resale,East,4.0,Freehold,900
210,Vadodara,390022,3,3,4912,Gotri Sevasi Road,Apartment,Unfurnished,Ready to Move,New Property,East,6.0,Freehold,1018
211,Vadodara,390022,3,3,5365,Harni,Apartment,Unfurnished,Ready to Move,Resale,East,6.0,Unknown,1286
212,Vadodara,390021,2,2,2040,Gotri,Apartment,Unfurnished,Ready to Move,Resale,East,5.0,Freehold,1250
213,Vadodara,390022,3,3,4509,Vasna Bhayli Main Road,Apartment,Semi-Furnished,Ready to Move,Resale,South - East,7.0,Co-operative Society,998
214,Vadodara,390012,2,2,5241,Atladra,Apartment,Semi-Furnished,Ready to Move,Resale,Unknown,4.0,Unknown,725
215,Vadodara,390019,2,2,4224,New Alkapuri,Apartment,Semi-Furnished,Ready to Move,Resale,South - East,2.0,Co-operative Society,947
216,Vadodara,390022,2,2,4375,New VIP Road Baikunth,Apartment,Semi-Furnished,Ready to Move,Resale,East,4.0,Unknown,800
217,Vadodara,390022,2,2,3802,Jambuva,Apartment,Unfurnished,Ready to Move,Resale,Unknown,1.0,Unknown,655
218,Vadodara,390022,2,2,6355,Vadsar,Apartment,Semi-Furnished,Ready to Move,Resale,Unknown,4.0,Unknown,535
219,Vadodara,390022,3,3,6087,Ananta Shubhlabh,House,Unfurnished,Ready to Move,Resale,Unknown,,Unknown,690
220,Vadodara,390022,3,4,9322,Sun Pharma Road,House,Semi-Furnished,Ready to Move,Resale,East,,Freehold,1770
221,Vadodara,390022,1,2,3846,Dandia Bazar,Apartment,Unknown,Ready to Move,Resale,Unknown,,Unknown,624
222,Vadodara,390022,1,1,6000,Dabhoi Road,Apartment,Semi-Furnished,Ready to Move,Resale,East,3.0,Freehold,300
