sr no,city,zip code,No Bathroom,No bedroom,price  per squrefoot,area_name,property type,furnishing,status,transaction,facing,floor,ownership,area sqft
475,Vadodara,390011,1,1,4356,Manjalpur,Apartment,Semi-Furnished,Ready to Move,Resale,North - East,4.0,Freehold,505
476,Vadodara,390025,3,3,11630,Waghodia Road,House,Furnished,Ready to Move,Resale,East,,Freehold,920
477,Vadodara,390022,2,2,5067,Vasna Bhayli Main Road,Apartment,Semi-Furnished,Ready to Move,Resale,West,1.0,Freehold,750
478,Vadodara,390022,3,3,3905,Bhayli Road,Penthouse,Semi-Furnished,Ready to Move,Resale,North - West,5.0,Leasehold,1050
479,Vadodara,391101,4,3,5658,Sevasi,Apartment,Furnished,Ready to Move,Resale,East,5.0,Unknown,3800
480,Vadodara,390020,3,3,6240,Akota,Apartment,Furnished,Ready to Move,Resale,Unknown,3.0,Freehold,1923
481,Vadodara,390012,2,2,3571,Atladra,Apartment,Semi-Furnished,Ready to Move,Resale,South -West,3.0,Freehold,700
482,Vadodara,390022,2,2,3812,Nehru Chacha Nagar,Apartment,Semi-Furnished,Ready to Move,Resale,South,4.0,Freehold,800
483,Vadodara,390022,1,1,2231,Dandia Bazar,Apartment,Furnished,Ready to Move,Resale,Unknown,1.0,Unknown,650
484,Vadodara,390025,3,2,1974,Waghodia,Apartment,Semi-Furnished,Ready to Move,Resale,North - East,3.0,Co-operative Society,1165
485,Vadodara,390022,2,2,7143,Manher Park Society,Apartment,Semi-Furnished,Ready to Move,Resale,North - East,5.0,Unknown,770
486,Vadodara,390022,2,2,3158,Kendranagar,Apartment,Semi-Furnished,Ready to Move,Resale,North,4.0,Co-operative Society,950
487,Vadodara,390022,1,2,5378,Gotri Road Gotri,House,Semi-Furnished,Ready to Move,Resale,North - East,1.0,Co-operative Society,2250
488,Vadodara,390012,3,3,8383,Atladra,Apartment,Furnished,Ready to Move,Resale,East,2.0,Co-operative Society,1014
489,Vadodara,390012,2,2,3766,Atladra,Apartment,Unfurnished,Ready to Move,Resale,Unknown,5.0,Freehold,1195
490,Vadodara,390022,1,1,4214,Ajwa Road,House,Unfurnished,Ready to Move,Resale,East,,Freehold,700
491,Vadodara,390022,1,1,2065,Karjan,Apartment,Unfurnished,Ready to Move,Resale,Unknown,3.0,Unknown,460
492,Vadodara,390022,3,3,3137,Harni Road,Penthouse,Semi-Furnished,Ready to Move,Resale,Unknown,9.0,Unknown,2550
493,Vadodara,390022,4,4,7941,Aksharvilla,House,Furnished,Ready to Move,Resale,Unknown,,Unknown,1700
494,Vadodara,390022,2,2,5286,Chhani Jakat Naka,Apartment,Furnished,Ready to Move,Resale,East,2.0,Freehold,700
495,Vadodara,390022,2,2,3000,Radhesharnam flats near vadsar bridge,Apartment,Semi-Furnished,Ready to Move,Resale,Unknown,1.0,Unknown,1100
496,Vadodara,390022,3,3,7173,Aanta Swagtam Atladra,Villa,Furnished,Ready to Move,Resale,East,,Unknown,1185
497,Vadodara,390022,1,1,4400,Nizampura Main Road,Apartment,Unfurnished,Ready to Move,Resale,North - East,1.0,Freehold,500
498,Vadodara,390012,3,3,5500,Tandalja,Apartment,Unfurnished,Ready to Move,Resale,East,5.0,Freehold,1000
499,Vadodara,390022,2,3,6355,Race Course Road,Apartment,Furnished,Ready to Move,Resale,North - East,7.0,Co-operative Society,1100
500,Vadodara,390022,1,1,2750,verai mata chock,Apartment,Unfurnished,Ready to Move,Resale,East,2.0,Freehold,400
501,Vadodara,390025,2,2,3634,Waghodia Road,Apartment,Semi-Furnished,Ready to Move,Resale,North - East,1.0,Freehold,710
502,Vadodara,390022,2,2,8182,Vishwas Colony,Apartment,Furnished,Ready to Move,Resale,North,2.0,Co-operative Society,1100
503,Vadodara,390022,2,2,6196,Ajwa Road,House,Semi-Furnished,Ready to Move,Resale,North,,Freehold,807
504,Vadodara,390002,2,2,5258,Nizampura,Apartment,Furnished,Ready to Move,Resale,East,4.0,Freehold,1065
505,Vadodara,390022,2,2,4211,Harni Road,Apartment,Semi-Furnished,Ready to Move,New Property,East,4.0,Freehold,950
506,Vadodara,390022,2,2,3026,Gotri Road Gotri,Apartment,Semi-Furnished,Ready to Move,Resale,Unknown,5.0,Unknown,1021
507,Vadodara,390020,2,2,4000,Akota,Builder Floor,Semi-Furnished,Ready to Move,Resale,East,2.0,Freehold,1000
508,Vadodara,390007,1,2,3737,Alkapuri,Apartment,Semi-Furnished,Ready to Move,Resale,East,3.0,Co-operative Society,950
509,Vadodara,391101,3,3,6512,Sevasi,Apartment,Unfurnished,Ready to Move,New Property,South - East,8.0,Freehold,1075
510,Vadodara,390022,3,3,5583,Hari nagar,Apartment,Unfurnished,Ready to Move,Resale,Unknown,3.0,Unknown,1200
511,Vadodara,390022,2,2,2357,Shivam Happy homes,Apartment,Semi-Furnished,Ready to Move,Resale,Unknown,4.0,Unknown,1400
512,Vadodara,390022,4,5,12500,Mujmahuda,House,Semi-Furnished,Ready to Move,Resale,North,2.0,Freehold,2600
513,Vadodara,390022,3,3,7371,Gorwa,Villa,Furnished,Ready to Move,Resale,Unknown,,Unknown,1506
514,Vadodara,390007,4,4,3580,Vasna Road,Apartment,Semi-Furnished,Ready to Move,Resale,Unknown,3.0,Unknown,2933
515,Vadodara,390002,2,3,4762,Nizampura,Apartment,Semi-Furnished,Ready to Move,Resale,South -West,6.0,Freehold,1050
516,Vadodara,390022,3,3,6833,Vishwas Colony,Apartment,Semi-Furnished,Ready to Move,Resale,Unknown,2.0,Unknown,1200
517,Vadodara,390022,1,2,3129,Sai Ganga Apartment,Apartment,Furnished,Ready to Move,Resale,Unknown,4.0,Unknown,735
518,Vadodara,390022,1,1,3409,Dabhoi Road,Apartment,Unfurnished,Ready to Move,Resale,West,3.0,Freehold,440
519,Vadodara,390002,3,3,4274,Diwalipura,Apartment,Unfurnished,Ready to Move,Resale,Unknown,5.0,Co-operative Society,1170
520,Vadodara,390021,2,2,3750,Gotri,Apartment,Semi-Furnished,Ready to Move,Resale,Unknown,5.0,Unknown,800
521,Vadodara,390021,3,4,8140,Gotri,Villa,Furnished,Ready to Move,Resale,East,,Freehold,2150
522,Vadodara,390022,3,3,7114,sampat residency,Apartment,Unfurnished,Ready to Move,Resale,Unknown,1.0,Unknown,1757
523,Vadodara,390022,2,2,3060,New Kareli Baug,Apartment,Furnished,Ready to Move,Resale,Unknown,3.0,Unknown,915
524,Vadodara,390022,2,2,4938,KRISHNA EMPIRE,Apartment,Unfurnished,Ready to Move,Resale,Unknown,3.0,Unknown,810
525,Vadodara,390022,3,3,8000,Vasna Bhayli Main Road,Apartment,Semi-Furnished,Ready to Move,New Property,North,5.0,Leasehold,400
526,Vadodara,390025,2,2,4054,Waghodia Road,Apartment,Semi-Furnished,Ready to Move,Resale,West,3.0,Freehold,740
527,Vadodara,390007,2,2,5294,Alkapuri,Apartment,Unfurnished,Ready to Move,Resale,East,3.0,Freehold,850
528,Vadodara,390022,2,2,3333,Vasna Bhayli Main Road,Apartment,Unfurnished,Ready to Move,Resale,West,4.0,Freehold,900
529,Vadodara,390020,2,2,4464,Akota,Apartment,Semi-Furnished,Ready to Move,Resale,East,2.0,Freehold,896
530,Vadodara,390022,1,1,3846,Harni Road,Apartment,Semi-Furnished,Ready to Move,Resale,Unknown,1.0,Freehold,650
531,Vadodara,390025,3,4,8946,Waghodia Road,Villa,Semi-Furnished,Ready to Move,Resale,Unknown,,Freehold,1006
532,Vadodara,390020,3,3,7075,Akota,Villa,Unknown,Ready to Move,Resale,South,,Freehold,1272
533,Vadodara,390022,6,8,8000,RV Desai Road,House,Semi-Furnished,Ready to Move,Resale,Unknown,,Unknown,1800
534,Vadodara,390011,3,4,7389,Manjalpur,House,Furnished,Ready to Move,Resale,Unknown,2.0,Unknown,2030
535,Vadodara,390022,2,2,1733,Dashrath,Apartment,Semi-Furnished,Ready to Move,Resale,Unknown,5.0,Unknown,1500
536,Vadodara,390022,2,2,4636,New Sama Road Chanakyapuri Society,Apartment,Unfurnished,Ready to Move,Resale,Unknown,1.0,Freehold,755
537,Vadodara,390007,3,3,10606,Vasna Road,Villa,Unfurnished,Ready to Move,Resale,East,,Unknown,660
538,Vadodara,390022,3,3,3571,Vasna Bhayli Main Road,Penthouse,Semi-Furnished,Ready to Move,Resale,Unknown,4.0,Unknown,2800
539,Vadodara,390020,4,4,10000,Akota,Apartment,Semi-Furnished,Ready to Move,Resale,East,4.0,Freehold,1800
540,Vadodara,390018,1,1,4545,Karelibaug,Apartment,Furnished,Ready to Move,Resale,East,1.0,Freehold,550
541,Vadodara,390022,1,1,3000,Chokhandi,House,Semi-Furnished,Ready to Move,Resale,East,1.0,Freehold,650
542,Vadodara,390022,2,2,3846,Vasna Bhayli Main Road,Apartment,Unfurnished,Ready to Move,Resale,West,2.0,Unknown,650
543,Vadodara,390025,2,2,3647,Waghodia,Apartment,Semi-Furnished,Ready to Move,Resale,East,6.0,Freehold,850
544,Vadodara,390002,1,1,3434,Soma Talav,Apartment,Semi-Furnished,Ready to Move,Resale,Unknown,5.0,Unknown,495
545,Vadodara,390018,3,4,6750,Karelibaug,House,Semi-Furnished,Ready to Move,Resale,West,,Co-operative Society,2000
546,Vadodara,390022,2,3,3571,Bansidhar Complex,Apartment,Semi-Furnished,Ready to Move,Resale,East,5.0,Freehold,1400
547,Vadodara,390022,1,2,3460,Maneja,Apartment,Unfurnished,Ready to Move,Resale,East,1.0,Freehold,500
548,Vadodara,390021,3,3,5238,Gotri,Builder Floor,Furnished,Ready to Move,Resale,West,4.0,Freehold,1050
549,Vadodara,391101,2,2,6154,Sevasi,Apartment,Semi-Furnished,Ready to Move,Resale,Unknown,5.0,Unknown,650
550,Vadodara,390022,3,3,4444,Ajwa Road,Villa,Unfurnished,Ready to Move,Resale,Unknown,,Unknown,2700
551,Vadodara,390025,3,3,3362,Waghodia Road,Apartment,Semi-Furnished,Ready to Move,Resale,East,3.0,Freehold,1056
552,Vadodara,390022,1,1,2667,Wadi,Apartment,Semi-Furnished,Ready to Move,Resale,Unknown,5.0,Unknown,450
553,Vadodara,390025,2,3,12500,Waghodia Road,Villa,Furnished,Ready to Move,Resale,West,,Freehold,1200
554,Vadodara,390022,2,2,4267,Dabhoi Road,Apartment,Semi-Furnished,Ready to Move,Resale,Unknown,3.0,Unknown,750
555,Vadodara,390022,2,2,4444,Dashrath,Apartment,Furnished,Ready to Move,Resale,Unknown,2.0,Unknown,900
556,Vadodara,390012,1,1,2667,Kalali,Apartment,Semi-Furnished,Ready to Move,Resale,Unknown,3.0,Unknown,600
557,Vadodara,390022,2,2,8451,Limda,House,Semi-Furnished,Ready to Move,Resale,Unknown,,Unknown,710
558,Vadodara,390012,2,2,5294,Atladara,Apartment,Furnished,Ready to Move,Resale,Unknown,2.0,Unknown,850
559,Vadodara,391740,2,2,3280,Chhani,Apartment,Furnished,Ready to Move,Resale,Unknown,2.0,Unknown,1250
560,Vadodara,390022,2,2,3618,Sayajipura Village,Apartment,Unfurnished,Ready to Move,Resale,East,1.0,Co-operative Society,760
561,Vadodara,390012,3,3,4456,Atladra,Apartment,Semi-Furnished,Ready to Move,Resale,Unknown,9.0,Unknown,1369
562,Vadodara,390009,1,2,10563,Tarsali,House,Unfurnished,Ready to Move,Resale,West,,Freehold,710
563,Vadodara,391101,2,2,6471,Sevasi,Apartment,Semi-Furnished,Ready to Move,Resale,Unknown,7.0,Unknown,649
564,Vadodara,390022,3,3,8763,Danteshwar,House,Furnished,Ready to Move,Resale,Unknown,1.0,Unknown,970
565,Vadodara,390021,2,2,3474,Gotri,Apartment,Furnished,Ready to Move,Resale,Unknown,1.0,Unknown,950
566,Vadodara,390022,2,2,8140,Laxmipura Road,House,Semi-Furnished,Ready to Move,Resale,East,,Unknown,516
567,Vadodara,390002,2,2,5235,Diwalipura,Builder Floor,Semi-Furnished,Ready to Move,Resale,Unknown,3.0,Unknown,936
568,Vadodara,390022,2,4,7684,Viharika Park Society,House,Semi-Furnished,Ready to Move,Resale,North - East,,Co-operative Society,976
569,Vadodara,390022,3,3,4114,Gorwa,Apartment,Semi-Furnished,Ready to Move,Resale,West,1.0,Power Of Attorney,1750
570,Vadodara,390020,4,4,10605,Akota,Apartment,Furnished,Ready to Move,Resale,South - East,3.0,Freehold,2593
571,Vadodara,391410,5,4,5749,Bhayli,Penthouse,Furnished,Ready to Move,New Property,South,1.0,Freehold,1670
572,Vadodara,390007,2,2,2667,Saiyed Vasna,Apartment,Semi-Furnished,Ready to Move,Resale,Unknown,3.0,Unknown,1200
573,Vadodara,390020,3,4,15682,Akota,Villa,Furnished,Ready to Move,Resale,East,,Co-operative Society,2200
574,Vadodara,391410,3,3,3111,Bhayli,Penthouse,Unknown,Ready to Move,Resale,East,5.0,Co-operative Society,2250
575,Vadodara,390012,2,2,5469,Atladra,Apartment,Furnished,Ready to Move,Resale,Unknown,7.0,Unknown,640
576,Vadodara,390022,2,2,4557,Madhavpura,Apartment,Semi-Furnished,Ready to Move,Resale,East,5.0,Freehold,768
577,Vadodara,390022,3,3,5114,Vadsar,Apartment,Furnished,Ready to Move,New Property,North - West,4.0,Freehold,880
578,Vadodara,390022,2,2,2949,Vasna Bhayli Main Road,Apartment,Unfurnished,Unknown,Resale,North,1.0,Power Of Attorney,780
579,Vadodara,390022,1,2,4500,New Sama,Apartment,Furnished,Ready to Move,Resale,Unknown,4.0,Unknown,1000
580,Vadodara,391410,4,4,5246,Bhayli,Penthouse,Unfurnished,Ready to Move,Resale,Unknown,5.0,Unknown,1506
581,Vadodara,390022,3,3,13940,Kendranagar,House,Furnished,Ready to Move,Resale,East,,Freehold,868
582,Vadodara,390002,2,2,3988,Soma Talav,Apartment,Semi-Furnished,Ready to Move,Resale,Unknown,3.0,Unknown,677
583,Vadodara,390022,1,2,4861,Sama Road,Apartment,Unfurnished,Unknown,Resale,West,1.0,Freehold,720
584,Vadodara,390012,2,2,3590,Kalali,House,Semi-Furnished,Ready to Move,Resale,South -West,1.0,Freehold,780
585,Vadodara,390022,3,3,5599,Harni,Apartment,Unfurnished,Ready to Move,Resale,Unknown,6.0,Unknown,1286
586,Vadodara,390022,5,4,17065,Vasna Bhayli Main Road,Villa,Semi-Furnished,Unknown,Resale,Unknown,,Unknown,2051
587,Vadodara,390022,4,4,8186,Padra Road,Villa,Unfurnished,Ready to Move,Resale,Unknown,,Freehold,1466
588,Vadodara,390023,3,3,3358,Subhanpura,Apartment,Semi-Furnished,Ready to Move,Resale,Unknown,2.0,Unknown,2040
589,Vadodara,390022,3,3,5391,Gadapura,Apartment,Furnished,Ready to Move,Resale,Unknown,3.0,Freehold,1150
590,Vadodara,390022,2,2,7650,New Sama Road Chanakyapuri Society,Apartment,Furnished,Ready to Move,Resale,Unknown,4.0,Unknown,719
591,Vadodara,390022,2,2,2435,Kanha Dreams,Apartment,Semi-Furnished,Ready to Move,Resale,Unknown,3.0,Unknown,1150
592,Vadodara,390022,2,2,4802,Sayajipura,Apartment,Semi-Furnished,Ready to Move,Resale,East,4.0,Leasehold,833
593,Vadodara,390007,2,3,4000,Vasna Road,Apartment,Semi-Furnished,Ready to Move,Resale,East,2.0,Freehold,1250
594,Vadodara,390018,1,2,6210,Karelibaug,Apartment,Furnished,Ready to Move,Resale,Unknown,2.0,Unknown,620
595,Vadodara,390022,1,1,2857,Salatwada,Apartment,Unfurnished,Ready to Move,Resale,East,3.0,Freehold,700
596,Vadodara,390007,3,3,4114,Alkapuri,Apartment,Unfurnished,Ready to Move,Resale,North - West,2.0,Unknown,1750
597,Vadodara,390009,2,2,2857,Tarsali,Apartment,Furnished,Ready to Move,Resale,Unknown,3.0,Unknown,980
598,Vadodara,390012,3,3,4076,Atladra,Apartment,Furnished,Unknown,Resale,West,5.0,Co-operative Society,1840
599,Vadodara,390022,3,3,3611,Gotri Sevasi Road,Penthouse,Semi-Furnished,Ready to Move,Resale,Unknown,4.0,Freehold,1800
600,Vadodara,390022,3,3,9444,Bhakti Nagar-Makarpura,House,Semi-Furnished,Unknown,Resale,West,3.0,Freehold,900
601,Vadodara,390022,3,3,11382,Gotri Road Gotri,Villa,Furnished,Ready to Move,Resale,North - East,,Co-operative Society,1230
602,Vadodara,390020,2,2,6000,Akota,House,Unfurnished,Ready to Move,Resale,Unknown,,Unknown,1250
603,Vadodara,390012,4,5,4826,Tandalja,House,Furnished,Unknown,Resale,Unknown,2.0,Freehold,2300
604,Vadodara,390022,2,3,4556,New Kareli Baug,Apartment,Unfurnished,Ready to Move,Resale,East,3.0,Co-operative Society,900
605,Vadodara,390012,4,4,3000,Atladra,Apartment,Semi-Furnished,Ready to Move,Resale,Unknown,8.0,Unknown,2250
606,Vadodara,390022,1,1,4889,Maneja,House,Unfurnished,Ready to Move,Resale,Unknown,,Unknown,1125
607,Vadodara,390011,3,3,8943,Manjalpur,Apartment,Semi-Furnished,Ready to Move,Resale,North,3.0,Freehold,1230
608,Vadodara,390022,4,4,3432,Bodeli,Villa,Semi-Furnished,Ready to Move,Resale,Unknown,,Unknown,1311
609,Vadodara,391410,2,3,6641,Bhayli,Apartment,Furnished,Ready to Move,Resale,North - East,5.0,Leasehold,1280
610,Vadodara,390019,3,3,5714,New Alkapuri,Apartment,Furnished,Ready to Move,New Property,East,3.0,Freehold,1050
611,Vadodara,390022,3,3,3889,Harni,Apartment,Furnished,Ready to Move,New Property,East,2.0,Unknown,1800
612,Vadodara,390012,5,4,4269,Atladara,Penthouse,Unfurnished,Ready to Move,Resale,Unknown,8.0,Unknown,2600
613,Vadodara,390022,2,2,3765,Sun Pharma Road,Apartment,Unfurnished,Ready to Move,Resale,East,3.0,Freehold,850
614,Vadodara,390022,2,2,5529,Sayajipura,Apartment,Semi-Furnished,Ready to Move,Resale,Unknown,5.0,Unknown,624
615,Vadodara,390022,2,2,2632,Gorwa,Apartment,Semi-Furnished,Ready to Move,Resale,West,3.0,Freehold,950
616,Vadodara,391410,5,4,8387,Bhayli,Villa,Unfurnished,Ready to Move,New Property,East,,Freehold,3100
617,Vadodara,390021,2,2,3627,Gotri,Apartment,Semi-Furnished,Ready to Move,Resale,North - East,3.0,Freehold,1020
618,Vadodara,390022,2,2,3500,Gorwa,Apartment,Semi-Furnished,Ready to Move,Resale,East,5.0,Co-operative Society,1000
619,Vadodara,390022,5,5,9335,Vasna Bhayli Main Road,Villa,Furnished,Ready to Move,Resale,East,,Freehold,3535
620,Vadodara,390012,4,4,4833,Kalali,Apartment,Unfurnished,Ready to Move,Resale,East,2.0,Freehold,1800
621,Vadodara,390025,1,2,3769,Waghodia Road,Apartment,Unfurnished,Ready to Move,Resale,North,1.0,Freehold,650
622,Vadodara,390021,2,3,2521,Gotri,Apartment,Semi-Furnished,Ready to Move,Resale,East,5.0,Freehold,1428
623,Vadodara,390022,2,2,4007,Sayajigunj,Apartment,Semi-Furnished,Ready to Move,Resale,Unknown,5.0,Unknown,1123
624,Vadodara,390019,3,3,5833,New Alkapuri,Apartment,Unfurnished,Ready to Move,Resale,North - East,8.0,Freehold,1200
625,Vadodara,390019,4,3,6733,New Alkapuri,Apartment,Unfurnished,Ready to Move,New Property,East,1.0,Freehold,1500
626,Vadodara,391410,3,3,5217,Bhayli,Penthouse,Semi-Furnished,Ready to Move,Resale,East,4.0,Freehold,1150
627,Vadodara,391410,4,4,7143,Bhayli,House,Furnished,Ready to Move,Resale,Unknown,,Unknown,2800
628,Vadodara,390022,3,3,5773,Vasna Bhayli Main Road,Apartment,Semi-Furnished,Ready to Move,Resale,East,7.0,Freehold,918
629,Vadodara,390022,3,3,5051,Sun Pharma Road,Apartment,Furnished,Ready to Move,Resale,East,2.0,Co-operative Society,990
630,Vadodara,390022,1,2,3303,Samiyala,Apartment,Unfurnished,Ready to Move,Resale,Unknown,3.0,Unknown,545
631,Vadodara,390007,1,2,10685,Vasna Road,House,Semi-Furnished,Ready to Move,Resale,West,,Freehold,730
632,Vadodara,390022,4,4,4688,Bill,Villa,Furnished,Ready to Move,Resale,Unknown,,Unknown,1920
633,Vadodara,390022,3,3,7895,Gotri Sevasi Road,Apartment,Furnished,Ready to Move,Resale,East,7.0,Freehold,1026
634,Vadodara,390012,4,4,5500,Atladra,Apartment,Semi-Furnished,Ready to Move,Resale,East,5.0,Freehold,1400
635,Vadodara,390022,2,2,4000,Sama Savli Road,Apartment,Unfurnished,Ready to Move,New Property,Unknown,1.0,Freehold,750
636,Vadodara,390022,2,2,4231,Maneja Crossing Road,House,Furnished,Ready to Move,Resale,Unknown,,Unknown,1300
637,Vadodara,390018,3,3,6545,Karelibaug,Apartment,Semi-Furnished,Ready to Move,Resale,East,1.0,Freehold,1100
638,Vadodara,390022,3,3,3199,Sama Savli Road,Apartment,Furnished,Ready to Move,Resale,Unknown,8.0,Unknown,1688
639,Vadodara,390022,3,4,2857,Suvernapuri Society Chikuwadi Alkapuri,Apartment,Unfurnished,Ready to Move,Resale,South,3.0,Freehold,2800
640,Vadodara,390022,2,2,2627,Vadsar,Apartment,Semi-Furnished,Ready to Move,Resale,Unknown,4.0,Unknown,1264
641,Vadodara,390022,2,2,5529,Khodiyar Nagar,Apartment,Furnished,Ready to Move,Resale,East,5.0,Freehold,850
642,Vadodara,390007,3,3,7558,Vasna Road,Builder Floor,Furnished,Ready to Move,Resale,East,1.0,Freehold,1257
643,Vadodara,390022,2,2,2383,Ajwa Road,Apartment,Semi-Furnished,Ready to Move,Resale,Unknown,2.0,Unknown,1200
644,Vadodara,390022,3,3,4074,Khatamba,House,Semi-Furnished,Ready to Move,Resale,Unknown,2.0,Unknown,1350
645,Vadodara,390022,3,3,7500,Gotri Road Gotri,Villa,Semi-Furnished,Ready to Move,Resale,North,,Freehold,1400
646,Vadodara,390022,4,4,9231,Race Course Road,Villa,Furnished,Ready to Move,Resale,East,,Freehold,6500
647,Vadodara,390022,4,4,12857,Karelibagh,House,Unfurnished,Ready to Move,Resale,East,,Freehold,2100
648,Vadodara,390007,3,3,4818,Saiyed Vasna,Apartment,Semi-Furnished,Ready to Move,Resale,East,3.0,Freehold,1100
649,Vadodara,391410,3,3,6926,Bhayli,Apartment,Unfurnished,Ready to Move,New Property,East,6.0,Freehold,1184
650,Vadodara,390012,3,3,6315,Kalali,Apartment,Semi-Furnished,Ready to Move,Resale,East,5.0,Freehold,1346
651,Vadodara,390007,4,4,8000,Alkapuri,Apartment,Furnished,Ready to Move,Resale,East,4.0,Freehold,2000
652,Vadodara,390023,2,4,7778,Subhanpura,House,Unfurnished,Ready to Move,Resale,West,,Freehold,900
653,Vadodara,390022,3,3,3198,Vasna Bhayli Main Road,Apartment,Unfurnished,Ready to Move,New Property,East,5.0,Freehold,1501
654,Vadodara,390023,3,3,6833,Subhanpura,Villa,Semi-Furnished,Ready to Move,Resale,East,,Freehold,1200
655,Vadodara,390019,5,4,9909,New Alkapuri,Apartment,Unfurnished,Ready to Move,Resale,East,5.0,Unknown,3835
656,Vadodara,390022,2,2,6618,Laxmipura Road,Apartment,Unfurnished,Ready to Move,New Property,South - East,3.0,Freehold,680
657,Vadodara,390022,2,2,1992,Old Padra Road,House,Semi-Furnished,Ready to Move,Resale,East,,Freehold,1230
658,Vadodara,390022,4,4,11290,Sama Savli Road,Apartment,Furnished,Ready to Move,Resale,East,14.0,Freehold,1860
659,Vadodara,390022,3,3,4954,Gorwa,Apartment,Semi-Furnished,Ready to Move,Resale,South - East,1.0,Freehold,1978
660,Vadodara,390012,4,4,5111,Atladara,House,Unfurnished,Ready to Move,Resale,East,,Freehold,2250
661,Vadodara,390022,3,4,15100,New Sama Road Chanakyapuri Society,Apartment,Furnished,Ready to Move,Resale,East,3.0,Co-operative Society,1000
662,Vadodara,390022,2,2,5455,Sama Savli Road,Apartment,Furnished,Ready to Move,Resale,East,3.0,Freehold,770
663,Vadodara,390023,2,4,9600,Subhanpura,House,Semi-Furnished,Ready to Move,Resale,East,,Unknown,1250
664,Vadodara,391410,4,4,11312,Bhayli,Apartment,Furnished,Ready to Move,Resale,North - East,3.0,Freehold,2210
665,Vadodara,390021,2,2,3509,Gotri,Apartment,Unfurnished,Unknown,Resale,Unknown,5.0,Unknown,1140
666,Vadodara,390007,4,4,9929,Alkapuri,Apartment,Unfurnished,Ready to Move,New Property,North,1.0,Freehold,2518
667,Vadodara,390012,4,4,5882,Kalali,Villa,Semi-Furnished,Ready to Move,Resale,East,,Freehold,1955
668,Vadodara,390022,4,4,6944,Old Padra Road,Villa,Furnished,Ready to Move,Resale,West,,Freehold,1800
669,Vadodara,390022,2,3,6181,Samta,House,Semi-Furnished,Ready to Move,Resale,Unknown,,Unknown,1050
670,Vadodara,390022,2,2,4286,Punit Nagar,Apartment,Furnished,Ready to Move,Resale,East,3.0,Unknown,1050
671,Vadodara,391101,2,2,3750,Sevasi,Apartment,Semi-Furnished,Ready to Move,Resale,Unknown,3.0,Unknown,1200
672,Vadodara,391740,3,3,8730,Chhani,Apartment,Furnished,Ready to Move,Resale,East,2.0,Co-operative Society,1260
673,Vadodara,391410,4,4,6720,Bhayli,Apartment,Unfurnished,Ready to Move,Resale,East,8.0,Freehold,2009
674,Vadodara,390009,3,4,6044,Tarsali,Villa,Semi-Furnished,Ready to Move,Resale,Unknown,,Unknown,1125
675,Vadodara,390012,4,4,3111,Atladra,Apartment,Semi-Furnished,Ready to Move,Resale,Unknown,8.0,Unknown,2250
676,Vadodara,390012,2,2,2486,Atladra,Apartment,Unfurnished,Ready to Move,Resale,Unknown,9.0,Unknown,1207
677,Vadodara,390022,3,3,4286,Ajwa Road,Apartment,Unfurnished,Ready to Move,New Property,East,10.0,Freehold,1400
678,Vadodara,390021,3,3,3750,Gotri,Apartment,Furnished,Ready to Move,Resale,Unknown,4.0,Freehold,2000
679,Vadodara,390022,2,2,2435,Dabhoi Road,Apartment,Semi-Furnished,Ready to Move,Resale,Unknown,1.0,Unknown,1150
680,Vadodara,390019,2,2,5963,New Alkapuri,Apartment,Furnished,Ready to Move,Resale,Unknown,1.0,Freehold,805
681,Vadodara,390022,2,2,6371,Makar Pura,Apartment,Unfurnished,Ready to Move,Resale,East,6.0,Freehold,620
682,Vadodara,390022,2,2,5652,Makar Pura,Apartment,Furnished,Ready to Move,Resale,Unknown,7.0,Unknown,690
683,Vadodara,390022,3,3,6056,Harni,Apartment,Unfurnished,Ready to Move,Resale,Unknown,7.0,Unknown,1321
684,Vadodara,390022,3,3,7143,Harni,Apartment,Semi-Furnished,Ready to Move,Resale,Unknown,9.0,Freehold,1400
685,Vadodara,390022,5,4,4696,Vasna Bhayli Main Road,Apartment,Unfurnished,Ready to Move,Resale,Unknown,6.0,Unknown,3450
686,Vadodara,390021,2,2,3551,Gotri,Apartment,Semi-Furnished,Ready to Move,Resale,East,5.0,Co-operative Society,1225
687,Vadodara,390007,3,3,4483,Vasna Road,Apartment,Semi-Furnished,Ready to Move,Resale,Unknown,2.0,Unknown,1450
688,Vadodara,390012,3,3,4222,Atladra,Apartment,Semi-Furnished,Ready to Move,Resale,West,4.0,Freehold,900
689,Vadodara,390022,2,2,3111,Vasna Bhayli Main Road,Apartment,Unfurnished,Ready to Move,New Property,Unknown,1.0,Unknown,900
690,Vadodara,390022,3,3,5361,Old Padra Road,Apartment,Semi-Furnished,Ready to Move,Resale,Unknown,7.0,Unknown,2052
691,Vadodara,391101,2,2,4211,Sevasi,Apartment,Unfurnished,Ready to Move,Resale,Unknown,2.0,Freehold,950
692,Vadodara,390007,2,2,4000,Vasna Road,Apartment,Semi-Furnished,Ready to Move,Resale,Unknown,4.0,Unknown,650
693,Vadodara,390012,2,2,4716,Kalali,Apartment,Unfurnished,Ready to Move,Resale,Unknown,5.0,Unknown,721
694,Vadodara,390022,2,2,3744,Makar Pura,Apartment,Semi-Furnished,Ready to Move,Resale,Unknown,3.0,Unknown,1015
